dataset,spec,algorithm,seed,MAE,RMSE,MMRE,MdMRE,PRED25,SA
COCOMO81,loglog,KNN,43,595.6908049425543,1219.6076692040658,1.7971450931886586,1.1375541873790707,12.619047619047617,55.54053361543797
COCOMO81,loglog,KNN,44,604.1185579207779,1143.2206558512464,1.759095056545555,0.9334098186149447,9.285714285714283,56.997124776027974
COCOMO81,loglog,KNN,45,588.4955109559996,1078.95255340758,1.8126655701127472,0.985634878999757,16.190476190476186,60.75505399704481
COCOMO81,loglog,KNN,46,608.482594911668,1228.7199391023491,1.8001295171351372,0.9357541382566709,15.952380952380953,57.10105419823019
COCOMO81,loglog,KNN,47,608.452158464923,1243.90870323155,1.6095856028264286,0.9848383137127307,15.714285714285712,55.68246862632892
COCOMO81,loglog,KNN,48,599.765585470248,1176.6104048913962,1.765101307462126,1.026535457763892,9.523809523809522,58.41194204803329
COCOMO81,loglog,KNN,49,579.9971247233404,1059.1972572167824,1.7923769515867005,0.8806509553457845,15.952380952380949,60.23291082619405
COCOMO81,loglog,KNN,50,584.908886205578,1078.7235178424348,1.6175912793263922,0.9186687472927613,7.857142857142856,60.45983334056042
COCOMO81,loglog,KNN,51,606.8379301425941,1253.610586026855,1.693487837429511,0.810040477676678,10.714285714285714,55.53365297167416
COCOMO81,loglog,SVR,42,538.4519955833397,1153.4971580248443,1.1061646332426671,0.5993517812910725,25.71428571428571,60.815534356494666
COCOMO81,loglog,SVR,43,540.1590529243628,1164.7396507837252,1.5253169219758438,0.8375610419465552,20.95238095238095,60.34777704509595
COCOMO81,loglog,SVR,44,543.4151101302364,1072.979664285263,1.1842044537373044,0.6806008942319156,20.71428571428571,63.12013903287691
COCOMO81,loglog,SVR,45,543.0590714189639,1022.0287359077381,1.5433633196716021,0.7479684774782314,22.142857142857135,65.0253773628685
COCOMO81,loglog,SVR,46,560.6161038613759,1175.2125041393306,1.2072667394623917,0.7700903275614529,19.285714285714285,61.43490270721799
COCOMO81,loglog,SVR,47,561.4394679977347,1170.0999768376073,1.2066726772820942,0.740858284539386,17.857142857142854,60.44726472778113
COCOMO81,loglog,SVR,48,545.9927036856573,1113.6589825103547,1.172958966015104,0.8202473864590847,20.71428571428571,63.57456413445734
COCOMO81,loglog,SVR,49,528.8334343116892,1000.1497904296923,1.1290289118565444,0.6989300009488403,16.190476190476186,65.05687836738362
COCOMO81,loglog,SVR,50,527.5077292094982,1026.4201226597763,1.1482508790595567,0.633896640124428,22.857142857142854,66.15945375255512
