dataset,spec,algorithm,fold,MAE,RMSE,MMRE,MdMRE,PRED25,SA
Desharnais,loglog,SVR,1,2809.4398272659464,3756.5167350925785,0.46950888365615223,0.5310164834196601,37.5,36.101923700640235
Desharnais,loglog,SVR,2,1787.3734333248642,2670.644604052975,0.23757369995907485,0.20448914669428903,62.5,59.60843836093195
Desharnais,loglog,SVR,3,856.2869331009384,966.3561153243274,0.40832114314842216,0.18110153396711373,62.5,73.74065075979006
Desharnais,loglog,SVR,4,974.6345026688086,1255.9825400420414,0.33320000274428097,0.24942150828892487,50.0,69.23454700163478
Desharnais,loglog,SVR,5,3716.0338653825643,7633.0476185113575,0.5182834024389588,0.5390687290681262,37.5,27.54713651223335
Desharnais,loglog,SVR,6,1083.3071259914445,1399.1613362876387,0.48784865078095807,0.3221792756081987,37.5,70.65926816422781
Desharnais,loglog,SVR,7,928.5450521033767,1306.2946082156234,0.2727702349443211,0.23484806752449805,50.0,70.80693944515623
Desharnais,loglog,SVR,8,2509.433813049688,4484.640993327894,0.4379830537523652,0.20644829856074945,57.14285714285714,48.696787625273664
Desharnais,loglog,SVR,9,1270.7277296430254,1550.5125482841183,0.42370646658283356,0.32970422373582686,28.57142857142857,67.91324751576585
Desharnais,loglog,SVR,10,2658.1452242201517,3863.1178218291643,0.3680157130548066,0.3417352780651183,42.857142857142854,52.21853647711667
