dataset,algorithm,spec,metric,seed42,mean10,sd10,min10,max10
Desharnais,DT,semilog,MAE,2607.2321428571427,2506.6310714285714,137.19817314123995,2286.3178571428575,2670.7500000000005
Desharnais,DT,semilog,RMSE,4090.3174763281613,3687.13423615765,231.31207137316403,3342.846567583036,4090.3174763281613
Desharnais,DT,semilog,MMRE,0.5998314225360308,0.6156809923314943,0.07198921003017747,0.5199917429748115,0.7531865364350779
Desharnais,DT,semilog,MdMRE,0.3725022599247383,0.4158744375342273,0.038187616571817656,0.3725022599247383,0.47901338720602027
Desharnais,DT,semilog,PRED25,40.535714285714285,34.01785714285714,2.5074294368839953,31.249999999999993,40.535714285714285
Desharnais,DT,semilog,SA,37.470787908005285,39.67823517255003,3.113149742655522,35.96436512708449,44.33870809230419
Desharnais,RF,semilog,MAE,1945.3945162465625,1982.8086078580466,43.96040956198001,1890.9954340149502,2031.8509385672212
Desharnais,RF,semilog,RMSE,2922.5766169615754,2864.8731890398435,125.1791593865831,2711.1274838020645,3059.357398234941
Desharnais,RF,semilog,MMRE,0.4638654211871195,0.47697771988231247,0.018068758982122568,0.4527505877425857,0.5103355142480595
Desharnais,RF,semilog,MdMRE,0.32885328662143054,0.3439828571791708,0.0166824516630835,0.32305232739583584,0.37055489051702545
Desharnais,RF,semilog,PRED25,38.92857142857142,37.23214285714285,2.2747909873834935,32.32142857142857,39.99999999999999
Desharnais,RF,semilog,SA,54.28888526070464,53.67893795390046,1.1326738483675858,51.28537008398956,55.00295444904126
Desharnais,KNN,semilog,MAE,2062.7138328452597,1981.0103655070805,54.423621372944915,1907.1150132006085,2065.854763375516
Desharnais,KNN,semilog,RMSE,3077.799966534195,2859.8380656798518,121.39505875433234,2701.809289672488,3077.799966534195
